key	calle	altura	barrio	usig_lat	usig_lon	georef_lat	georef_lon	n_ok	max_pairwise_m	consensus_lat	consensus_lon
azucena villaflor|600|puerto madero	Azucena Villaflor	600	Puerto Madero	-34.611471	-58.360849	-34.611521829157645	-58.360701797721816	2	14.6	-34.6114964	-58.3607754
baez|600|palermo	Báez	600	Palermo	-34.570382	-58.434097	-34.5702717363535	-58.4342007773194	2	15.5	-34.5703269	-58.4341489
av cordoba|1500|recoleta	Av. Córdoba	1500	Recoleta	-34.599423	-58.387926	-34.59935468554	-58.388147369997	2	21.7	-34.5993888	-58.3880367
cabello|3100|palermo	Cabello	3100	Palermo	-34.582419	-58.405506	-34.5823419028524	-58.4055842703724	2	11.2	-34.5823805	-58.4055451
luis m campos|1000|palermo	Luis M Campos	1000	Palermo	-34.567448	-58.438096			1		-34.567448	-58.438096
juana manso|1551|puerto madero	Juana Manso	1551	Puerto Madero	-34.615481	-58.362222	-34.61549677253539	-58.36215474153179	2	6.4	-34.6154889	-58.3621884
av del libertador|700|recoleta	Avenida Del Libertador	700	Recoleta	-34.588405	-58.382852	-34.588118266229095	-58.3825469559032	2	42.4	-34.5882616	-58.3826995
enrique martinez|1121|colegiales	Enrique Martinez	1121	Colegiales	-34.575972	-58.457015	-34.5760305587879	-58.45693880614428	2	9.5	-34.5760013	-58.4569769
conde|1839|belgrano	Conde	1839	Belgrano	-34.569532	-58.46347	-34.5696806895185	-58.46341105112265	2	17.4	-34.5696063	-58.4634405
segurola|3842|villa devoto	Segurola	3842	Villa Devoto	-34.60338	-58.515944	-34.603357464533616	-58.515917913284206	2	3.5	-34.6033687	-58.515931
boulevard azucena villaflor|550|puerto madero	Boulevard Azucena Villaflor	550	Puerto Madero					0			
pedro zanni|300|retiro	Pedro Zanni	300	Retiro	-34.584118	-58.370703			1		-34.584118	-58.370703
sanchez de bustamante almagro|100|palermo	Sanchez De Bustamante Almagro	100	Palermo					0			
juana manso|600|puerto madero	Juana Manso	600	Puerto Madero	-34.60399	-58.363413	-34.6039955101622	-58.36345973550725	2	4.3	-34.6039928	-58.3634364
virrey loreto|2400|belgrano	Virrey Loreto	2400	Belgrano	-34.567325	-58.449827	-34.5673813878577	-58.4499299992794	2	11.3	-34.5673532	-58.4498785
barrientos n|1584|recoleta	Barrientos N°	1584	Recoleta			-34.58868030303845	-58.398385639086044	1		-34.5886803	-58.3983856
sarmiento|1900|balvanera	Sarmiento	1900	Balvanera	-34.605783	-58.393586	-34.6057602194786	-58.3936943919078	2	10.3	-34.6057716	-58.3936402
guatemala|5100|palermo	Guatemala	5100	Palermo	-34.583538	-58.428065	-34.5834367425834	-58.4280987763498	2	11.7	-34.5834874	-58.4280819
antezana|500|villa crespo	Antezana	500	Villa Crespo	-34.606135	-58.446385	-34.6061961454357	-58.4465637586498	2	17.7	-34.6061656	-58.4464744
av libertador|2600|palermo	Av Libertador	2600	Palermo	-34.5789	-58.407021	-34.5786728721524	-58.4069259617884	2	26.7	-34.5787864	-58.4069735
huergo|500|puerto madero	Huergo	500	Puerto Madero	-34.613908	-58.366824	-34.6133918931116	-58.3669898158641	2	59.2	-34.6136499	-58.3669069
av del libertador|4400|palermo	Avenida Del Libertador	4400	Palermo	-34.567619	-58.430233	-34.5673913148876	-58.4301750523004	2	25.8	-34.5675052	-58.430204
pinto|4400|saavedra	Pinto	4400	Saavedra	-34.546556	-58.479904	-34.5464099249137	-58.4799622610046	2	17.1	-34.546483	-58.4799331
vuelta de obligado|1918|belgrano	Vuelta De Obligado	1918	Belgrano	-34.563096	-58.454322	-34.56316941409236	-58.454198932014904	2	13.9	-34.5631327	-58.4542605
crisologo larralde|2300|nunez	Crisologo Larralde	2300	Nuñez	-34.548368	-58.46693	-34.5483773527854	-58.4670619688059	2	12.2	-34.5483727	-58.466996
crisologo larralde|3500|villa urquiza	Crisologo Larralde	3500	Villa Urquiza	-34.554303	-58.47773	-34.554313865644	-58.4778551773592	2	11.6	-34.5543084	-58.4777926
concepcion arenal|2989|palermo	Concepción Arenal	2989	Palermo	-34.578504	-58.441739	-34.579121722984176	-58.44246629073999	2	95.6	-34.5788129	-58.4421026
mendoza|2200|belgrano	Mendoza	2200	Belgrano	-34.559927	-58.455467	-34.5599511113691	-58.4555817986858	2	10.9	-34.5599391	-58.4555244
amenabar|3100|nunez	Amenabar	3100	Nuñez	-34.554612	-58.466334	-34.5545181398455	-58.4663835282818	2	11.4	-34.5545651	-58.4663588
av luis maria campos|400|palermo	Av. Luis Maria Campos	400	Palermo	-34.572896	-58.43333	-34.5727784620278	-58.4333256154182	2	13.0	-34.5728372	-58.4333278
ayacucho|2100|recoleta	Ayacucho	2100	Recoleta	-34.58685	-58.388462	-34.5868034269231	-58.3883485616478	2	11.6	-34.5868267	-58.3884053
la pampa|3000|belgrano	La Pampa	3000	Belgrano	-34.56817	-58.459837	-34.56808148655635	-58.4597809702244	2	11.1	-34.5681257	-58.459809
republica arabe siria|2700|palermo	República Árabe Siria	2700	Palermo	-34.583249	-58.415543	-34.5832346355854	-58.4155255494316	2	2.3	-34.5832418	-58.4155343
laprida|1200|recoleta	Laprida	1200	Recoleta	-34.59506	-58.407963	-34.5949903333717	-58.407869906018	2	11.5	-34.5950252	-58.4079165
luis maria drago|200|villa crespo	Luis María Drago	200	Villa Crespo	-34.602335	-58.436458	-34.6022306621442	-58.4364771151278	2	11.7	-34.6022828	-58.4364676
av libertador|2700|palermo	Av. Libertador	2700	Palermo	-34.578385	-58.407937	-34.5781531553389	-58.4079072736551	2	25.9	-34.5782691	-58.4079221
montevideo|1200|recoleta	Montevideo	1200	Recoleta	-34.595169	-58.390065	-34.5950750267667	-58.3900224819586	2	11.1	-34.595122	-58.3900437
benito juarez|3800|villa devoto	Benito Juárez	3800	Villa Devoto	-34.606007	-58.517533	-34.6059143003933	-58.5175735834859	2	10.9	-34.6059607	-58.5175533
arcos|1800|belgrano	Arcos	1800	Belgrano	-34.563294	-58.451388	-34.5631964287833	-58.4514136991487	2	11.1	-34.5632452	-58.4514008
nicaragua|4300|palermo	Nicaragua	4300	Palermo					0			
av francisco beiro|3300|villa devoto	Av. Francisco Beiró	3300	Villa Devoto	-34.598255	-58.49939	-34.598281788732	-58.4995433612405	2	14.4	-34.5982684	-58.4994667
yrigoyen hipolito|2219|balvanera	Yrigoyen, Hipolito	2219	Balvanera	-34.610672	-58.3978	-34.610707930690104	-58.3977649733346	2	5.1	-34.61069	-58.3977825
felipe vallese|700|caballito	Felipe Vallese	700	Caballito	-34.612308	-58.443154	-34.6123029920886	-58.443279798475	2	11.6	-34.6123055	-58.4432169
jeronimo salguero|700|almagro	Jerónimo Salguero	700	Almagro	-34.602175	-58.419408	-34.6020499947429	-58.4193397352451	2	15.2	-34.6021125	-58.4193739
av alvear|1800|recoleta	Av. Alvear	1800	Recoleta	-34.588493	-58.387997	-34.5883577802934	-58.3881152971805	2	18.5	-34.5884254	-58.3880561
formosa|200|caballito	Formosa	200	Caballito	-34.620962	-58.430888	-34.6209323524368	-58.4310912625055	2	18.9	-34.6209472	-58.4309896
ugarteche|2800|palermo	Ugarteche	2800	Palermo					0			
laprida|1100|recoleta	Laprida	1100	Recoleta	-34.596228	-58.408563	-34.5961638076216	-58.4084547233382	2	12.2	-34.5961959	-58.4085089
av santa fe|3700|palermo	Av. Santa Fe	3700	Palermo	-34.585286	-58.415915	-34.5851520569134	-58.4159512519641	2	15.2	-34.585219	-58.4159331
av luis maria campos|761|palermo	Avenida Luis María Campos	761	Palermo	-34.569646	-58.436171	-34.569681793807284	-58.436241192113464	2	7.6	-34.5696639	-58.4362061
ercilla|6600|liniers	Ercilla	6600	Liniers	-34.650659	-58.513907	-34.6507034561994	-58.5140218833336	2	11.6	-34.6506812	-58.5139644
av san juan|2816|san cristobal	Av. San Juan	2816	San Cristobal	-34.62407	-58.40387	-34.62404166885447	-58.404291172871226	2	38.8	-34.6240558	-58.4040806
junin|1400|recoleta	Junin	1400	Recoleta	-34.591895	-58.396151	-34.5918197984514	-58.3960008054763	2	16.1	-34.5918574	-58.3960759
av del libertador|6100|belgrano	Avenida Del Libertador	6100	Belgrano	-34.555941	-58.448498	-34.5557238332541	-58.4485160157195	2	24.1	-34.5558324	-58.448507
libertad|1100|recoleta	Libertad	1100	Recoleta	-34.595687	-58.384347	-34.5955925601527	-58.3843001446347	2	11.3	-34.5956398	-58.3843236
leopardi|100|villa luro	Leopardi	100	Villa Luro	-34.638418	-58.497753	-34.63851561504	-58.4977895111589	2	11.3	-34.6384668	-58.4977713
ciudad de la paz|1300|belgrano	Ciudad De La Paz	1300	Belgrano	-34.568697	-58.450932	-34.5686861212583	-58.4509480284233	2	1.9	-34.5686916	-58.45094
godoy cruz|3000|palermo	Godoy Cruz	3000	Palermo	-34.575551	-58.422421	-34.575507112819	-58.422302964162	2	11.9	-34.5755291	-58.422362
arce|820|palermo	Arce	820	Palermo	-34.568004	-58.43595	-34.56803998882917	-58.435805720095885	2	13.8	-34.568022	-58.4358779
cullen|4800|villa urquiza	Cullen	4800	Villa Urquiza					0			
salvador maria del carril|3000|villa pueyrredon	Salvador Maria Del Carril	3000	Villa Pueyrredon	-34.591485	-58.499354	-34.5914942293743	-58.4994872251314	2	12.3	-34.5914896	-58.4994206
arcos|2000|belgrano	Arcos	2000	Belgrano	-34.561406	-58.453012	-34.561308952254	-58.4530401669158	2	11.1	-34.5613575	-58.4530261
av san juan|2400|san cristobal	Avenida San Juan	2400	San Cristobal	-34.655369	-58.470863	-34.6234184214631	-58.3992755302876	2	7459.5	-34.6393937	-58.4350693
la pampa|1100|belgrano	La Pampa	1100	Belgrano	-34.556916	-58.440824	-34.556925216675	-58.4408384611415	2	1.7	-34.5569206	-58.4408312
avlibertador|300|retiro	Av.Libertador	300	Retiro	-34.591289	-58.377923	-34.5910790688389	-58.3778555518043	2	24.1	-34.591184	-58.3778893
olazabal|1400|belgrano	Olazábal	1400	Belgrano	-34.554156	-58.448111	-34.5541966228205	-58.4482546119753	2	13.9	-34.5541763	-58.4481828
junin|1000|recoleta	Junin	1000	Recoleta	-34.597238	-58.397555	-34.5972218222148	-58.3975515196718	2	1.8	-34.5972299	-58.3975533
estados unidos|4300|boedo	Estados Unidos	4300	Boedo	-34.623493	-58.426187	-34.6234711003467	-58.4263004604035	2	10.7	-34.6234821	-58.4262437
pareja|4152|villa devoto	Pareja	4152	Villa Devoto	-34.599636	-58.514395	-34.59960620271185	-58.51442382707628	2	4.2	-34.5996211	-58.5144094
deheza|2300|nunez	Deheza	2300	Nuñez	-34.540898	-58.472447	-34.5409113409339	-58.4725657612416	2	11.0	-34.5409047	-58.4725064
republica de la india|3000|palermo	República De La India	3000	Palermo	-34.578322	-58.414822	-34.5781834183849	-58.4147199434017	2	18.0	-34.5782527	-58.414771
azucena villaflor|550|puerto madero	Azucena Villaflor	550	Puerto Madero	-34.611482	-58.36098	-34.611549942453664	-58.36109486020425	2	13.0	-34.611516	-58.3610374
virrey loreto|1900|belgrano	Virrey Loreto	1900	Belgrano	-34.564396	-58.446194	-34.5644080850798	-58.446317715797	2	11.4	-34.564402	-58.4462559
carranza|2200|palermo	Carranza	2200	Palermo	-34.578762	-58.434114	-34.6032097242147	-58.4757052136146	2	4681.2	-34.5909859	-58.4549096
guido|1680|recoleta	Guido	1680	Recoleta	-34.59114	-58.388651	-34.59100084884438	-58.38874517481471	2	17.7	-34.5910704	-58.3886981
posadas|1200|recoleta	Posadas	1200	Recoleta	-34.589703	-58.383498	-34.5896080482126	-58.3835463327839	2	11.4	-34.5896555	-58.3835222
av juan b alberdi|2400|flores	Av. Juan B. Alberdi	2400	Flores	-34.631264	-58.461581			1		-34.631264	-58.461581
libertad|1500|recoleta	Libertad	1500	Recoleta	-34.584184	-58.393855	-34.584053904735	-58.3939070812627	2	15.2	-34.584119	-58.393881
bogado|4400|almagro	Bogado	4400	Almagro					0			
pasteur|500|balvanera	Pasteur	500	Balvanera	-34.603438	-58.399597	-34.6033449962501	-58.3995510796892	2	11.1	-34.6033915	-58.399574
cucha cucha|1100|caballito	Cucha Cucha	1100	Caballito	-34.609507	-58.449933	-34.609403556811	-58.4499205028393	2	11.5	-34.6094553	-58.4499268
luis saenz pena|800|monserrat	Luis Saenz Peña	800	Monserrat	-34.617814	-58.387423	-34.617909554739	-58.3874605370346	2	11.1	-34.6178618	-58.3874418
olleros|2400|colegiales	Olleros	2400	Colegiales	-34.57029	-58.444005	-34.5703328050899	-58.444110631917	2	10.8	-34.5703114	-58.4440578
valentin virasoro|700|caballito	Valentin Virasoro	700	Caballito					0			
gurruchaga|2100|palermo	Gurruchaga	2100	Palermo	-34.586313	-58.424634	-34.5862943733168	-58.4245055355179	2	12.0	-34.5863037	-58.4245698
cavia|3000|palermo	Cavia	3000	Palermo	-34.577208	-58.407069	-34.5771936445108	-58.4070506656538	2	2.3	-34.5772008	-58.4070598
olga cossettini|1600|puerto madero	Olga Cossettini	1600	Puerto Madero	-34.616183	-58.362899	-34.6162032076889	-58.3628882719157	2	2.4	-34.6161931	-58.3628936
austria|2566|palermo	Austria	2566	Palermo	-34.584599	-58.399446	-34.58461436888013	-58.399375510976114	2	6.7	-34.5846067	-58.3994108
macacha guemes|300|puerto madero	Macacha Güemes	300	Puerto Madero	-34.604886	-58.364428	-34.605083285811	-58.3644932969825	2	22.7	-34.6049846	-58.3644606
estado de palestina|1186|palermo	Estado De Palestina	1186	Palermo	-34.596387	-58.424435	-34.59636283615184	-58.42434735217478	2	8.5	-34.5963749	-58.4243912
calle doctor juan f aranguren|1071|caballito	Calle Doctor Juan F. Aranguren	1071	Caballito					0			
beruti|4600|palermo	Beruti	4600	Palermo	-34.577777	-58.4243	-34.5776822976501	-58.424351105352	2	11.5	-34.5777296	-58.4243256
mansilla|2600|recoleta	Mansilla	2600	Recoleta	-34.596079	-58.404568	-34.5960739938204	-58.4045827965094	2	1.5	-34.5960765	-58.4045754
republica dominicana|3300|recoleta	República Dominicana	3300	Recoleta					0			
avcallao|1500|recoleta	Av.Callao	1500	Recoleta	-34.591855	-58.392136	-34.591764382725	-58.3918911278558	2	24.6	-34.5918097	-58.3920136
martha salotti|500|puerto madero	Martha Salotti	500	Puerto Madero	-34.61338	-58.361469	-34.6134209966406	-58.3613440196969	2	12.3	-34.6134005	-58.3614065
av triunvirato|3300|villa ortuzar	Avenida Triunvirato	3300	Villa Ortuzar	-34.583556	-58.468355	-34.5834403162174	-58.4684199184926	2	14.1	-34.5834982	-58.4683875
av jujuy|900|san cristobal	Av. Jujuy	900	San Cristobal	-34.619701	-58.403138			1		-34.619701	-58.403138
av ingeniero huergo|400|puerto madero	Avenida Ingeniero Huergo	400	Puerto Madero	-34.612058	-58.367031			1		-34.612058	-58.367031
av cabildo|3600|nunez	Avenida Cabildo	3600	Nuñez	-34.550184	-58.467382	-34.5500345299185	-58.4673134061486	2	17.7	-34.5501093	-58.4673477
luis maria campos|300|palermo	Luis Maria Campos	300	Palermo	-34.573733	-58.432532	-34.5736141469609	-58.432528229936	2	13.2	-34.5736736	-58.4325301
juncal|4500|palermo	Juncal	4500	Palermo	-34.57747	-58.422504	-34.5773589716516	-58.4225884966464	2	14.6	-34.5774145	-58.4225462
mexico|4300|caballito	Mexico	4300	Caballito	-34.620618	-58.42674	-34.6205811054837	-58.4268749597335	2	13.0	-34.6205996	-58.4268075
huergo|300|palermo	Huergo	300	Palermo	-34.572997	-58.431858	-34.5729024850011	-58.4319113889426	2	11.6	-34.5729497	-58.4318847
luis maria campos|1400|belgrano	Luis Maria Campos	1400	Belgrano	-34.563685	-58.442683	-34.5636263035734	-58.4426219059986	2	8.6	-34.5636557	-58.4426525
defensa|900|san telmo	Defensa	900	San Telmo	-34.618392	-58.371576	-34.6184825635168	-58.3715999971325	2	10.3	-34.6184373	-58.371588
valle|1100|caballito	Valle	1100	Caballito	-34.625289	-58.443208	-34.6148403448837	-58.4497460659119	2	1305.0	-34.6200647	-58.446477
demaria|4500|palermo	Demaría	4500	Palermo	-34.57508	-58.42052	-34.5749913709263	-58.4205851217065	2	11.5	-34.5750357	-58.4205526
victor martinez|200|caballito	Victor Martínez	200	Caballito	-34.624004	-58.444807	-34.6241111554874	-58.444809580462	2	11.9	-34.6240576	-58.4448083
olga cossettini|1100|puerto madero	Olga Cossettini	1100	Puerto Madero	-34.610571	-58.36354	-34.6094971107022	-58.3636341080608	2	119.4	-34.6100341	-58.3635871
alvarez thomas|242|palermo	Alvarez Thomas	242	Palermo	-34.581846	-58.447703	-34.58180101743005	-58.44763579375644	2	7.9	-34.5818235	-58.4476694
vuelta de obligado|2341|belgrano	Vuelta De Obligado	2341	Belgrano	-34.559122	-58.457638	-34.55918931503568	-58.457631842706725	2	7.5	-34.5591557	-58.4576349
la pampa|4315|villa urquiza	La Pampa	4315	Villa Urquiza	-34.575704	-58.473059	-34.575649304140114	-58.4728765696084	2	17.8	-34.5756767	-58.4729678
libertador|6800|belgrano	Libertador	6800	Belgrano	-34.549662	-58.45404	-34.5495187928197	-58.4540229242393	2	16.0	-34.5495904	-58.4540315
estomba|3700|belgrano	Estomba	3700	Belgrano	-34.555751	-58.483284	-34.5556519291232	-58.4833069448245	2	11.2	-34.5557015	-58.4832955
bruselas|511|versalles	Bruselas	511	Versalles	-34.63255	-58.521546	-34.63248086029069	-58.52162142870983	2	10.3	-34.6325154	-58.5215837
uriarte|2200|palermo	Uriarte	2200	Palermo	-34.583325	-58.426151	-34.5832963430667	-58.4260253208916	2	12.0	-34.5833107	-58.4260882
ramon falcon|3000|flores	Ramon Falcon	3000	Flores	-34.632631	-58.470404	-34.6326068512181	-58.4705275956819	2	11.6	-34.6326189	-58.4704658
balbin|3695|saavedra	Balbin	3695	Saavedra	-34.555561	-58.481947	-34.555371793218555	-58.482654323271596	2	68.2	-34.5554664	-58.4823007
baez|500|palermo	Baez	500	Palermo	-34.571012	-58.433017	-34.5708882702885	-58.4331439134383	2	18.0	-34.5709501	-58.4330805
av rivadavia|6000|caballito	Av. Rivadavia	6000	Caballito	-34.624152	-58.449973	-34.6240177778325	-58.4498926193833	2	16.6	-34.6240849	-58.4499328
sucre|1600|belgrano	Sucre	1600	Belgrano	-34.559282	-58.447128	-34.5593032700528	-58.4472442131744	2	10.9	-34.5592926	-58.4471861
aguero|1800|recoleta	Aguero	1800	Recoleta	-34.59036	-58.40547	-34.5903265371807	-58.4053506678635	2	11.6	-34.5903433	-58.4054103
jorge luis borges|2300|palermo	Jorge Luis Borges	2300	Palermo	-34.583785	-58.423228	-34.5837293790851	-58.4230656905863	2	16.1	-34.5837572	-58.4231468
julieta lanteri|1241|puerto madero	Julieta Lanteri	1241	Puerto Madero	-34.612775	-58.359029	-34.61281801832085	-58.358990870144865	2	5.9	-34.6127965	-58.3590099
arce|500|palermo	Arce	500	Palermo	-34.570179	-58.432229	-34.5700229855487	-58.4324093124638	2	23.9	-34.570101	-58.4323192
forest|400|chacarita	Forest	400	Chacarita	-34.587379	-58.45209	-34.5871173247184	-58.4522059837901	2	30.9	-34.5872482	-58.452148
julian alvarez|1948|palermo	Julián Álvarez	1948	Palermo	-34.589759	-58.419829	-34.58972672125861	-58.419667633354166	2	15.2	-34.5897429	-58.4197483
la pampa|2800|belgrano	La Pampa	2800	Belgrano	-34.566992	-58.457774	-34.5670173694767	-58.4579160093421	2	13.3	-34.5670047	-58.457845
ramallo|2500|saavedra	Ramallo	2500	Saavedra	-34.543295	-58.473418	-34.5432941133999	-58.4735433636438	2	11.5	-34.5432946	-58.4734807
av rivadavia|3585|almagro	Av. Rivadavia	3585	Almagro	-34.610845	-58.417084	-34.610927384846256	-58.417123285997974	2	9.8	-34.6108862	-58.4171036
callao|1900|recoleta	Callao	1900	Recoleta	-34.588372	-58.388267	-34.5883577802934	-58.3881152971805	2	14.0	-34.5883649	-58.3881911
jeronimo salguero|1500|palermo	Jeronimo Salguero	1500	Palermo	-34.592906	-58.418143	-34.5927733465175	-58.4180565852895	2	16.7	-34.5928397	-58.4180998
gorriti|6000|palermo	Gorriti	6000	Palermo	-34.581885	-58.441335	-34.5817869035529	-58.4413759740136	2	11.5	-34.581836	-58.4413555
aguero|1700|recoleta	Aguero	1700	Recoleta	-34.590938	-58.406276	-34.5909141840205	-58.4061467544205	2	12.1	-34.5909261	-58.4062114
peru|1100|san telmo	Peru	1100	San Telmo	-34.620663	-58.374166	-34.6207601325489	-58.3742240642063	2	12.0	-34.6207116	-58.374195
cuba|3800|nunez	Cuba	3800	Nuñez	-34.546444	-58.467254	-34.5463440141645	-58.467273198907	2	11.2	-34.546394	-58.4672636
gurruchaga|1100|palermo	Gurruchaga	1100	Palermo	-34.592985	-58.435008	-34.5929671512988	-58.434880618357	2	11.9	-34.5929761	-58.4349443
donato alvarez|200|caballito	Donato Alvarez	200	Caballito	-34.623555	-58.455065	-34.6234531223496	-58.4550486139409	2	11.4	-34.6235041	-58.4550568
alvear|1400|recoleta	Alvear	1400	Recoleta	-34.591018	-58.384186	-34.5881213074875	-58.38609382035	2	365.9	-34.5895697	-58.3851399
pueyrredon|2300|recoleta	Pueyrredón	2300	Recoleta	-34.586975	-58.396242	-34.5869669161936	-58.396216378456	2	2.5	-34.586971	-58.3962292
luminoso 4 ambientes con dependencia ciudad de la paz|2200|belgrano	Luminoso 4 Ambientes Con Dependencia. Ciudad De La Paz	2200	Belgrano					0			
torrent|1300|parque chas	Torrent	1300	Parque Chas	-34.583244	-58.474629	-34.5831449946175	-58.4746527739866	2	11.2	-34.5831945	-58.4746409
olazabal|4800|villa urquiza	Olazabal	4800	Villa Urquiza	-34.574743	-58.48269	-34.5747795630702	-58.4828912306873	2	18.9	-34.5747613	-58.4827906
castex|3200|palermo	Castex	3200	Palermo	-34.579045	-58.403866	-34.5789742355159	-58.403952865795	2	11.2	-34.5790096	-58.4039094
arcos|1100|belgrano	Arcos	1100	Belgrano					0			
av san juan|2900|san cristobal	Av. San Juan	2900	San Cristobal	-34.624292	-58.405672	-34.6242288545518	-58.4058126118507	2	14.7	-34.6242604	-58.4057423
av monroe|5300|villa urquiza	Av. Monroe	5300	Villa Urquiza	-34.575399	-58.488158	-34.5754359620413	-58.4883358615783	2	16.8	-34.5754175	-58.4882469
